
Full Name,Synonyms,Marker Gene Evidence,Organisms,Tissues
0802 Sst Gaba_10,unknown,"Slc9a2, Eya1, Pou6f2, F830208F22Rik",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus"
0803 Sst Gaba_10,unknown,"Npas1, Slc9a2, Pdyn, Cort",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus"
0804 Sst Gaba_10,unknown,"Sfrp2, Dchs2, Ifit1, Cort",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus"
0805 Sst Gaba_11,unknown,"Moxd1, Tnni3k, Kit, Cort",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus"
0806 Sst Gaba_11,unknown,"Tnni3k, Gad2, Anxa2, Pdyn",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus"
0807 Sst Gaba_12,unknown,"Mageb18, Crh, Wnt7a, Ror2",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus"
0808 Sst Gaba_12,unknown,"Caps2, Snx31, Corin",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus"
0809 Sst Gaba_12,unknown,"Crybg1, Rbp4, Rxfp1, Snx31",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus"
081 ACB-BST-FS D1 Gaba,unknown,"Zfp503, Elavl4, Rprml, Sox1ot, Wls",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0810 Sst Gaba_13,unknown,"Calb1, Egln3, Rprml, Lgals1",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus"
0811 Sst Gaba_13,unknown,"Prokr2, Crybg1, Gpx3, Cort",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus"
0812 Sst Gaba_14,unknown,"Nts, Tmem100, Cort",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus"
0813 Sst Gaba_14,unknown,"Tmem26, Crhr2, Met, Cort",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus"
0814 Sst Gaba_14,unknown,"Stac, Cort, Snx31, Corin",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus"
0815 Sst Gaba_15,unknown,"Dmrt2, Emilin2, Pdyn, Baiap3",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus"
0816 Sst Gaba_15,unknown,"Cox6a2, Dmrt2, Hpse, Prdm1",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus"
0817 Sst Gaba_15,unknown,"Sst, Dmrt2, Ackr3, Dsc2",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus"
0818 Sst Gaba_16,unknown,"Cdk6, Eya4, Pdyn, Cort",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus"
0819 Sst Gaba_16,unknown,"Egln3, Tnni3k, Dmrt2, Nxph1",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus"
082 CEA-BST Ebf1 Pdyn Gaba,unknown,"6430628N08Rik, Fgf14, Dlx6, Ebf1",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0820 Sst Gaba_16,unknown,"Egln3, Pdyn, Lgals1, Cdh7",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus"
0821 Sst Gaba_16,unknown,"Cdk15, Prss12, Sst, Dmrt2",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus"
0822 Sst Gaba_17,unknown,"Gm31218, Gpr83, Tacr3, Ror2",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus"
0823 Sst Gaba_17,unknown,"Sfta3-ps, Gm31218, Sst, S1pr3",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus"
0824 Sst Gaba_17,unknown,"Moxd1, Alkal2, Sp8",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus"
0825 Sst Gaba_18,unknown,"Arhgap28, Rxfp3, Col19a1, Cort",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus"
0826 Sst Gaba_18,unknown,"Crhbp, Tnni3k, Ndnf",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus"
0827 Sst Gaba_19,unknown,"Selenop, Cxcr4, Ngf",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus"
0828 Sst Gaba_19,unknown,"Cox6a2, Selenop, Hpse",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus"
0829 STR Prox1 Lhx6 Gaba_1,unknown,"Lipg, Arhgap36, Crhr2",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
083 CEA-BST Rai14 Pdyn Crh Gaba,unknown,"Gda, Tac2, Rai14",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0830 STR Prox1 Lhx6 Gaba_1,unknown,"Moxd1, B130024G19Rik, Cgnl1, St18",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0831 STR Prox1 Lhx6 Gaba_1,unknown,"Stac, Cdca7, Qrfpr, Cplx3",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0832 STR Prox1 Lhx6 Gaba_1,unknown,"Moxd1, Crhr2, Cplx3, Egfr",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0833 STR Prox1 Lhx6 Gaba_2,unknown,"Sfta3-ps, Padi2, Crabp1, Egfr",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0834 STR Prox1 Lhx6 Gaba_2,unknown,"Pdlim3, Crhbp, Gna14",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0835 STR Prox1 Lhx6 Gaba_2,unknown,"Nr5a2, Lhx6",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0836 STR Prox1 Lhx6 Gaba_2,unknown,"Gdnf, Wnt10a, Pthlh",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0837 STR Prox1 Lhx6 Gaba_3,unknown,"Sec14l5, Gna14",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0838 STR Prox1 Lhx6 Gaba_3,unknown,"Fzd5, Gna14, Car4",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0839 STR Lhx8 Gaba_1,unknown,"Th, Gm31218, Crabp1",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
084 BST-SI-AAA Six3 Slc22a3 Gaba,unknown,"Six3, Slc22a3, Dach2",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0840 STR Lhx8 Gaba_1,unknown,"Syt2, Lhx8, Hmcn2",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0841 STR Lhx8 Gaba_1,unknown,"Slc5a7, Lhx8, Hmcn2",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0842 STR Lhx8 Gaba_1,unknown,"Adgrf5, Lhx8, Crabp1, Hmcn2",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0843 STR Lhx8 Gaba_2,unknown,"Slc5a7, Mc3r, Gm31218",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0844 STR Lhx8 Gaba_2,unknown,"Il1rapl2, Mc3r, Hs3st2, Gm31218",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0845 Sst Chodl Gaba_1,unknown,"Adamts5, Gm31218, Ecel1, Tshr",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0846 Sst Chodl Gaba_1,unknown,"Moxd1, Drd2, Gm34466, Tshr",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0847 Sst Chodl Gaba_1,unknown,"Cox6a2, Arhgap28, Gpc4, Tshr",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0848 Sst Chodl Gaba_1,unknown,"Fbn2, Spag17, Lhx8, Ntn1",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0849 Sst Chodl Gaba_2,unknown,"Slc35d3, Cadps2, Nxph2, Arhgap28",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
085 SI-MPO-LPO Lhx8 Gaba,unknown,"Gbx2, Lhx6, Foxp2",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0850 Sst Chodl Gaba_2,unknown,"Adgrg6, Chodl, Hhip, Bace2",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0851 Sst Chodl Gaba_2,unknown,"Adgrg6, Spag17, H2-Q2",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0852 Sst Chodl Gaba_2,unknown,"Hhip, Prox1, Lhx6, Fli1",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0853 Sst Chodl Gaba_2,unknown,"Slc35d3, Hhip, Ndnf, Lhx6",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0854 Sst Chodl Gaba_2,unknown,"Hhip, Ankrd33b, Wnt2",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0855 Sst Chodl Gaba_3,unknown,"Colec12, Sfta3-ps, Cobll1, Lhx8",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0856 Sst Chodl Gaba_3,unknown,"Sfrp2, Npy, Galr1, Lhx8",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0857 Sst Chodl Gaba_3,unknown,"Crhbp, Lhx8, Agtr2, Ndnf",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0858 Sst Chodl Gaba_4,unknown,"Crabp1, Ntn1, Cort",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0859 Sst Chodl Gaba_4,unknown,"Slc5a7, Adgrg6, Cort",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
086 MPO-ADP Lhx8 Gaba,unknown,"Pde11a, Islr2, Lhx8",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0860 Sst Chodl Gaba_5,unknown,"Bmp3, Arhgap28, Pth2r",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0861 Sst Chodl Gaba_5,unknown,"Gm31218, Inhba, Wnt2",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0862 Sst Chodl Gaba_6,unknown,"Cox6a2, Gpr139, Qrfprl, Drd1",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0863 NDB-SI-MA-STRv Lhx8 Gaba_1,unknown,"Frem3, Moxd1, Prkg2, Npsr1",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0864 NDB-SI-MA-STRv Lhx8 Gaba_1,unknown,"Npr3, Lhx8, Itga8, Rmst",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0865 NDB-SI-MA-STRv Lhx8 Gaba_1,unknown,"Cyp26a1, Ndst4, Car8, Dach2",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0866 NDB-SI-MA-STRv Lhx8 Gaba_1,unknown,"Cyp26a1, Car8, Tshr",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0867 NDB-SI-MA-STRv Lhx8 Gaba_1,unknown,"4930509J09Rik, Tacr3, Crhr2, Corin",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0868 NDB-SI-MA-STRv Lhx8 Gaba_1,unknown,"Zfp536, Cyp26a1, Pgr15l",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0869 NDB-SI-MA-STRv Lhx8 Gaba_1,unknown,"Gm20754, Rxfp3, Robo3, Corin",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
087 MPN-MPO-LPO Lhx6 Zfhx3 Gaba,unknown,"Gm29683, Pde11a, Lhx6",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0870 NDB-SI-MA-STRv Lhx8 Gaba_2,unknown,"Qrfprl, Corin, Stx11",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0871 NDB-SI-MA-STRv Lhx8 Gaba_2,unknown,"Th, Gbx1, Robo3",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0872 NDB-SI-MA-STRv Lhx8 Gaba_2,unknown,"C1ql2, Cpne4, Gbx1, Avpr1a",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0873 NDB-SI-MA-STRv Lhx8 Gaba_2,unknown,"Dsc3, Stx11",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0874 NDB-SI-MA-STRv Lhx8 Gaba_2,unknown,"Casz1, Gbx1, Frrs1, Adamtsl3",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0875 NDB-SI-MA-STRv Lhx8 Gaba_2,unknown,"Efemp1, Gbx1, Stx11",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0876 NDB-SI-MA-STRv Lhx8 Gaba_2,unknown,"Lhx8, Atp8b1, D7Ertd443e, Kcng1",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
0877 NDB-SI-MA-STRv Lhx8 Gaba_2,unknown,"Calb2, Gm12128, Stx11",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, hypothalamus, medulla oblongata"
